Equipment,Order_ID,Step,Estimated_Time,Real_Time,Result,Type,Technician,Month
Equipment_3,Order_3_30,Component Placement,24,20.66,Fail,Position Sensor,Jason,October
Equipment_3,Order_3_30,General Soldering,27,24.22,Pass,Position Sensor,Richard,October
Equipment_3,Order_3_30,Electrical Test,8,7.62,Pass,Position Sensor,Miranda,October
Equipment_3,Order_3_30,Calibration,30,28.31,Pass,Position Sensor,Melanie,October
Equipment_3,Order_3_30,Final Acceptance Test,17,16.33,Pass,Position Sensor,Melissa,October
Equipment_3,Order_3_31,Packaging,13,14.64,Pass,Position Sensor,Russell,November
Equipment_3,Order_3_31,Preparation,25,27.58,Pass,Position Sensor,Angel,November
Equipment_3,Order_3_31,General Soldering,20,24.58,Pass,Position Sensor,Brittney,November
Equipment_3,Order_3_31,Functional Test,23,24.85,Pass,Position Sensor,Jonathan,November
Equipment_3,Order_3_31,Electrical Test,28,32.55,Pass,Position Sensor,Kathryn,November
Equipment_3,Order_3_31,Final Acceptance Test,25,20.02,Pass,Position Sensor,Amber,November
Equipment_3,Order_3_31,Calibration,12,14.81,Pass,Position Sensor,Kathleen,November
Equipment_3,Order_3_32,Functional Test,5,6.42,Pass,Position Sensor,Allison,December
Equipment_3,Order_3_32,Final Acceptance Test,13,12.81,Pass,Position Sensor,Taylor,December
Equipment_3,Order_3_32,Electrical Test,22,24.38,Pass,Position Sensor,Melissa,December
Equipment_3,Order_3_32,Lacquering,22,21.46,Pass,Position Sensor,Evan,December
Equipment_3,Order_3_32,Preparation,21,24.13,Pass,Position Sensor,Jason,December
Equipment_3,Order_3_32,General Soldering,15,14.41,Pass,Position Sensor,Nancy,December
Equipment_3,Order_3_32,Calibration,27,23.04,Pass,Position Sensor,Tammy,December
Equipment_3,Order_3_32,Packaging,25,31.0,Pass,Position Sensor,Heather,December
Equipment_3,Order_3_33,Calibration,23,26.56,Fail,Position Sensor,Tracey,January
Equipment_3,Order_3_33,Packaging,15,15.63,Pass,Position Sensor,Laura,January
Equipment_3,Order_3_33,Preparation,25,28.28,Pass,Position Sensor,Connie,January
Equipment_3,Order_3_33,General Soldering,28,34.82,Pass,Position Sensor,Kathleen,January
Equipment_3,Order_3_33,Component Placement,25,31.63,Pass,Position Sensor,Elizabeth,January
Equipment_3,Order_3_33,Final Acceptance Test,21,22.9,Pass,Position Sensor,John,January
Equipment_3,Order_3_33,Functional Test,18,21.0,Fail,Position Sensor,Robert,January
Equipment_3,Order_3_33,Electrical Test,7,6.21,Pass,Position Sensor,Terri,January
Equipment_3,Order_3_34,General Soldering,13,16.67,Pass,Position Sensor,Antonio,February
Equipment_3,Order_3_34,Functional Test,19,24.13,Fail,Position Sensor,Charles,February
Equipment_3,Order_3_34,Lacquering,12,15.0,Pass,Position Sensor,Stephanie,February
Equipment_3,Order_3_34,Preparation,13,13.79,Pass,Position Sensor,Thomas,February
Equipment_3,Order_3_34,Component Placement,11,10.34,Pass,Position Sensor,Erin,February
Equipment_3,Order_3_34,Final Acceptance Test,14,17.45,Pass,Position Sensor,Roberto,February
Equipment_3,Order_3_35,Component Placement,29,24.48,Pass,Position Sensor,Meredith,March
Equipment_3,Order_3_35,Functional Test,24,22.24,Pass,Position Sensor,Ariana,March
Equipment_3,Order_3_35,Final Acceptance Test,6,7.21,Pass,Position Sensor,Kevin,March
Equipment_3,Order_3_35,Packaging,28,34.64,Pass,Position Sensor,Danielle,March
Equipment_3,Order_3_35,Lacquering,9,10.48,Pass,Position Sensor,Sonia,March
Equipment_3,Order_3_35,Electrical Test,14,16.25,Pass,Position Sensor,Christopher,March
Equipment_3,Order_3_36,Preparation,27,27.02,Pass,Position Sensor,Caroline,April
Equipment_3,Order_3_36,Electrical Test,24,20.75,Pass,Position Sensor,Brian,April
Equipment_3,Order_3_36,Final Acceptance Test,15,17.6,Pass,Position Sensor,James,April
Equipment_3,Order_3_36,Calibration,5,5.84,Pass,Position Sensor,Jose,April
Equipment_3,Order_3_36,Lacquering,29,35.65,Pass,Position Sensor,Frank,April
Equipment_3,Order_3_36,Packaging,24,27.94,Pass,Position Sensor,Christopher,April
Equipment_3,Order_3_36,Component Placement,28,34.95,Pass,Position Sensor,Mark,April
Equipment_3,Order_3_36,Functional Test,22,22.17,Pass,Position Sensor,Donna,April
Equipment_3,Order_3_37,Final Acceptance Test,28,24.33,Pass,Position Sensor,David,May
Equipment_3,Order_3_37,Packaging,20,16.34,Pass,Position Sensor,Kendra,May
Equipment_3,Order_3_37,Component Placement,16,19.17,Pass,Position Sensor,Rachael,May
Equipment_3,Order_3_37,Functional Test,6,6.75,Pass,Position Sensor,Tiffany,May
Equipment_3,Order_3_37,Preparation,13,13.52,Pass,Position Sensor,Joseph,May
Equipment_3,Order_3_37,General Soldering,17,21.59,Pass,Position Sensor,Daniel,May
Equipment_3,Order_3_37,Calibration,9,7.49,Pass,Position Sensor,Denise,May
Equipment_3,Order_3_37,Electrical Test,6,6.63,Pass,Position Sensor,Carrie,May
Equipment_3,Order_3_37,Lacquering,21,19.9,Pass,Position Sensor,Tina,May
Equipment_3,Order_3_38,Functional Test,6,6.52,Pass,Position Sensor,Madeline,June
Equipment_3,Order_3_38,Electrical Test,30,30.73,Pass,Position Sensor,Pamela,June
Equipment_3,Order_3_38,Packaging,17,14.2,Pass,Position Sensor,Carl,June
Equipment_3,Order_3_38,Component Placement,21,25.64,Pass,Position Sensor,Matthew,June
Equipment_3,Order_3_38,Lacquering,7,7.41,Pass,Position Sensor,Patricia,June
Equipment_3,Order_3_38,Final Acceptance Test,18,20.55,Pass,Position Sensor,Cynthia,June
Equipment_3,Order_3_38,Calibration,10,10.33,Pass,Position Sensor,Laurie,June
Equipment_3,Order_3_38,General Soldering,24,21.67,Pass,Position Sensor,Roger,June
Equipment_3,Order_3_38,Preparation,30,29.11,Pass,Position Sensor,Cathy,June
Equipment_3,Order_3_39,Calibration,12,11.57,Pass,Position Sensor,Joshua,July
Equipment_3,Order_3_39,Lacquering,7,8.51,Pass,Position Sensor,Christopher,July
Equipment_3,Order_3_39,Packaging,16,16.91,Pass,Position Sensor,Frank,July
Equipment_3,Order_3_39,Final Acceptance Test,17,18.99,Pass,Position Sensor,Allison,July
Equipment_3,Order_3_39,General Soldering,27,24.43,Pass,Position Sensor,Susan,July
Equipment_3,Order_3_40,Lacquering,7,6.38,Pass,Position Sensor,Cynthia,August
Equipment_3,Order_3_40,Packaging,5,5.4,Pass,Position Sensor,Teresa,August
Equipment_3,Order_3_40,Final Acceptance Test,7,5.81,Pass,Position Sensor,Katrina,August
Equipment_3,Order_3_40,Electrical Test,24,21.43,Pass,Position Sensor,Heather,August
Equipment_3,Order_3_40,Functional Test,12,11.13,Pass,Position Sensor,Janet,August
Equipment_3,Order_3_40,General Soldering,20,17.51,Pass,Position Sensor,Kimberly,August
Equipment_3,Order_3_41,Calibration,12,12.26,Pass,Position Sensor,Brian,September
Equipment_3,Order_3_41,Functional Test,18,17.01,Pass,Position Sensor,Anna,September
Equipment_3,Order_3_41,Final Acceptance Test,7,6.5,Pass,Position Sensor,Travis,September
Equipment_3,Order_3_41,Lacquering,26,31.18,Fail,Position Sensor,Frank,September
Equipment_3,Order_3_41,Electrical Test,24,23.5,Pass,Position Sensor,Hannah,September
Equipment_3,Order_3_41,Packaging,19,24.16,Pass,Position Sensor,Rickey,September
Equipment_3,Order_3_41,Component Placement,26,30.35,Pass,Position Sensor,Antonio,September
Equipment_3,Order_3_42,Final Acceptance Test,14,16.02,Pass,Position Sensor,Susan,October
Equipment_3,Order_3_42,Preparation,21,26.9,Pass,Position Sensor,Julian,October
Equipment_3,Order_3_42,Functional Test,18,19.21,Pass,Position Sensor,Steven,October
Equipment_3,Order_3_42,Electrical Test,30,30.14,Pass,Position Sensor,William,October
Equipment_3,Order_3_42,Lacquering,30,25.0,Pass,Position Sensor,Sean,October
Equipment_3,Order_3_42,Component Placement,5,5.13,Pass,Position Sensor,Jamie,October
Equipment_3,Order_3_42,Packaging,27,22.06,Pass,Position Sensor,Walter,October
Equipment_3,Order_3_42,Calibration,8,6.82,Pass,Position Sensor,Michael,October
Equipment_3,Order_3_43,Final Acceptance Test,16,15.58,Pass,Position Sensor,Michelle,November
Equipment_3,Order_3_43,Calibration,13,11.51,Pass,Position Sensor,Sarah,November
Equipment_3,Order_3_43,Electrical Test,14,15.66,Pass,Position Sensor,Jeremiah,November
Equipment_3,Order_3_43,Functional Test,11,10.79,Pass,Position Sensor,Victoria,November
Equipment_3,Order_3_43,Packaging,6,6.9,Pass,Position Sensor,Bryan,November
Equipment_3,Order_3_43,Component Placement,23,29.57,Pass,Position Sensor,Benjamin,November
Equipment_3,Order_3_43,General Soldering,7,6.99,Pass,Position Sensor,Mary,November
Equipment_3,Order_3_44,General Soldering,25,20.02,Pass,Position Sensor,Tina,December
Equipment_3,Order_3_44,Functional Test,27,27.74,Pass,Position Sensor,Ashley,December
Equipment_3,Order_3_44,Final Acceptance Test,29,33.48,Pass,Position Sensor,Michelle,December
Equipment_3,Order_3_44,Component Placement,14,17.81,Fail,Position Sensor,Mark,December
Equipment_3,Order_3_44,Packaging,9,10.89,Pass,Position Sensor,Robert,December
Equipment_3,Order_3_44,Calibration,14,13.1,Pass,Position Sensor,Joshua,December
Equipment_3,Order_3_44,Lacquering,29,36.08,Pass,Position Sensor,Christine,December
Equipment_3,Order_3_44,Preparation,11,11.72,Pass,Position Sensor,Suzanne,December
Equipment_3,Order_3_44,Electrical Test,9,7.54,Fail,Position Sensor,Timothy,December
Equipment_3,Order_3_45,Preparation,7,6.44,Pass,Position Sensor,Kathryn,January
Equipment_3,Order_3_45,Lacquering,12,11.8,Pass,Position Sensor,Vicki,January
Equipment_3,Order_3_45,Component Placement,15,12.21,Pass,Position Sensor,Lisa,January
Equipment_3,Order_3_45,Packaging,16,13.44,Pass,Position Sensor,Alexis,January
Equipment_3,Order_3_45,Electrical Test,23,21.63,Pass,Position Sensor,Casey,January
Equipment_3,Order_3_45,General Soldering,6,5.46,Pass,Position Sensor,Austin,January
Equipment_3,Order_3_45,Calibration,17,15.75,Pass,Position Sensor,Kathryn,January
Equipment_3,Order_3_45,Functional Test,9,9.99,Pass,Position Sensor,Donald,January
Equipment_3,Order_3_45,Final Acceptance Test,5,5.76,Pass,Position Sensor,Michael,January
Equipment_3,Order_3_46,Component Placement,16,13.28,Pass,Position Sensor,Nathan,February
Equipment_3,Order_3_46,Packaging,9,11.65,Fail,Position Sensor,David,February
Equipment_3,Order_3_46,Calibration,17,20.0,Pass,Position Sensor,Eric,February
Equipment_3,Order_3_46,Electrical Test,5,4.16,Pass,Position Sensor,Rachel,February
Equipment_3,Order_3_46,Functional Test,25,20.06,Pass,Position Sensor,Andrew,February
Equipment_3,Order_3_46,Final Acceptance Test,21,24.09,Pass,Position Sensor,Matthew,February
Equipment_3,Order_3_47,Lacquering,29,25.19,Pass,Position Sensor,Mary,March
Equipment_3,Order_3_47,General Soldering,15,13.91,Pass,Position Sensor,Amy,March
Equipment_3,Order_3_47,Calibration,15,14.91,Pass,Position Sensor,William,March
Equipment_3,Order_3_47,Component Placement,25,28.63,Pass,Position Sensor,Laura,March
Equipment_3,Order_3_47,Preparation,23,29.27,Pass,Position Sensor,Todd,March
Equipment_3,Order_3_47,Electrical Test,28,25.42,Pass,Position Sensor,Steven,March
Equipment_3,Order_3_48,Calibration,6,5.54,Pass,Position Sensor,Stacey,April
Equipment_3,Order_3_48,Preparation,10,9.4,Pass,Position Sensor,Cynthia,April
Equipment_3,Order_3_48,Component Placement,15,14.99,Pass,Position Sensor,Charles,April
Equipment_3,Order_3_48,Packaging,17,17.64,Pass,Position Sensor,Thomas,April
Equipment_3,Order_3_48,Electrical Test,8,10.25,Pass,Position Sensor,Jane,April
Equipment_3,Order_3_48,General Soldering,19,23.83,Pass,Position Sensor,Donna,April
Equipment_3,Order_3_48,Lacquering,26,32.64,Pass,Position Sensor,Carla,April
Equipment_3,Order_3_48,Functional Test,17,16.01,Pass,Position Sensor,Kevin,April
Equipment_3,Order_3_49,Calibration,11,9.54,Pass,Position Sensor,Mary,May
Equipment_3,Order_3_49,General Soldering,25,29.83,Pass,Position Sensor,Sandra,May
Equipment_3,Order_3_49,Functional Test,18,16.18,Fail,Position Sensor,Beth,May
Equipment_3,Order_3_49,Packaging,30,34.62,Pass,Position Sensor,Sara,May
Equipment_3,Order_3_49,Lacquering,25,30.7,Pass,Position Sensor,Lisa,May
Equipment_3,Order_3_49,Preparation,7,6.19,Pass,Position Sensor,Rachel,May
Equipment_3,Order_3_49,Final Acceptance Test,20,21.14,Pass,Position Sensor,Kathleen,May
Equipment_3,Order_3_49,Component Placement,27,33.88,Pass,Position Sensor,Tammy,May
Equipment_3,Order_3_50,Packaging,18,16.56,Pass,Position Sensor,Laura,June
Equipment_3,Order_3_50,Final Acceptance Test,13,13.67,Pass,Position Sensor,Haley,June
Equipment_3,Order_3_50,Lacquering,14,14.63,Pass,Position Sensor,Rachel,June
Equipment_3,Order_3_50,Component Placement,6,7.02,Pass,Position Sensor,Sarah,June
Equipment_3,Order_3_50,Electrical Test,16,14.32,Pass,Position Sensor,Christina,June
Equipment_3,Order_3_51,Packaging,23,26.0,Pass,Position Sensor,Kayla,July
Equipment_3,Order_3_51,Final Acceptance Test,10,9.2,Pass,Position Sensor,Stacey,July
Equipment_3,Order_3_51,Lacquering,15,12.67,Pass,Position Sensor,Donna,July
Equipment_3,Order_3_51,Functional Test,11,11.09,Pass,Position Sensor,Michael,July
Equipment_3,Order_3_51,Preparation,18,16.94,Fail,Position Sensor,Nicholas,July
Equipment_3,Order_3_51,Electrical Test,23,22.44,Pass,Position Sensor,Paul,July
Equipment_3,Order_3_52,Preparation,23,24.78,Fail,Position Sensor,Taylor,August
Equipment_3,Order_3_52,General Soldering,26,21.51,Pass,Position Sensor,Erin,August
Equipment_3,Order_3_52,Electrical Test,20,16.88,Pass,Position Sensor,Patrick,August
Equipment_3,Order_3_52,Functional Test,14,13.28,Pass,Position Sensor,Courtney,August
Equipment_3,Order_3_52,Packaging,16,19.62,Pass,Position Sensor,Ronnie,August
Equipment_3,Order_3_52,Final Acceptance Test,8,10.28,Pass,Position Sensor,Carla,August
Equipment_3,Order_3_52,Component Placement,19,18.13,Pass,Position Sensor,Kathleen,August
Equipment_3,Order_3_52,Lacquering,18,20.82,Pass,Position Sensor,Amanda,August
Equipment_3,Order_3_52,Calibration,27,31.03,Pass,Position Sensor,Jeffrey,August
Equipment_3,Order_3_53,Packaging,8,6.64,Pass,Position Sensor,Heather,September
Equipment_3,Order_3_53,Functional Test,13,12.07,Pass,Position Sensor,Brooke,September
Equipment_3,Order_3_53,Calibration,18,20.65,Pass,Position Sensor,Mark,September
Equipment_3,Order_3_53,Final Acceptance Test,17,18.83,Pass,Position Sensor,Sherry,September
Equipment_3,Order_3_53,Electrical Test,30,35.27,Pass,Position Sensor,Eric,September
Equipment_3,Order_3_54,Calibration,12,9.85,Pass,Position Sensor,James,October
Equipment_3,Order_3_54,Electrical Test,18,18.3,Pass,Position Sensor,Stephen,October
Equipment_3,Order_3_54,General Soldering,30,27.2,Fail,Position Sensor,Mary,October
Equipment_3,Order_3_54,Functional Test,12,11.5,Pass,Position Sensor,Thomas,October
Equipment_3,Order_3_54,Lacquering,14,13.18,Pass,Position Sensor,Felicia,October
Equipment_3,Order_3_54,Final Acceptance Test,26,32.11,Pass,Position Sensor,Jeremy,October
Equipment_3,Order_3_54,Preparation,28,35.18,Pass,Position Sensor,Julian,October
Equipment_3,Order_3_54,Component Placement,24,27.53,Pass,Position Sensor,Alexander,October
Equipment_3,Order_3_55,Functional Test,22,18.21,Fail,Position Sensor,Cynthia,November
Equipment_3,Order_3_55,Component Placement,16,13.85,Pass,Position Sensor,Marc,November
Equipment_3,Order_3_55,General Soldering,7,7.73,Pass,Position Sensor,Christina,November
Equipment_3,Order_3_55,Lacquering,8,7.5,Pass,Position Sensor,Stephen,November
Equipment_3,Order_3_55,Electrical Test,6,6.68,Pass,Position Sensor,Steven,November
Equipment_3,Order_3_55,Final Acceptance Test,18,17.35,Pass,Position Sensor,Carol,November
Equipment_3,Order_3_55,Preparation,16,19.68,Pass,Position Sensor,Cody,November
Equipment_3,Order_3_55,Packaging,18,19.35,Pass,Position Sensor,Sarah,November
Equipment_3,Order_3_55,Calibration,24,21.83,Pass,Position Sensor,John,November
Equipment_3,Order_3_56,Final Acceptance Test,11,9.77,Fail,Position Sensor,Lauren,December
Equipment_3,Order_3_56,Electrical Test,8,8.14,Pass,Position Sensor,Elizabeth,December
Equipment_3,Order_3_56,Lacquering,16,15.26,Pass,Position Sensor,Jonathan,December
Equipment_3,Order_3_56,Component Placement,15,17.59,Fail,Position Sensor,Patricia,December
Equipment_3,Order_3_56,Preparation,14,14.22,Pass,Position Sensor,Jason,December
Equipment_3,Order_3_56,Calibration,11,10.35,Pass,Position Sensor,Lisa,December
Equipment_3,Order_3_56,Packaging,28,25.92,Pass,Position Sensor,Gerald,December
Equipment_3,Order_3_56,Functional Test,9,8.27,Pass,Position Sensor,Mckenzie,December
Equipment_3,Order_3_56,General Soldering,26,23.67,Fail,Position Sensor,Ashley,December
Equipment_3,Order_3_57,Packaging,30,37.26,Pass,Position Sensor,Emily,January
Equipment_3,Order_3_57,Preparation,6,5.23,Pass,Position Sensor,Katelyn,January
Equipment_3,Order_3_57,General Soldering,20,17.12,Pass,Position Sensor,John,January
Equipment_3,Order_3_57,Lacquering,18,19.39,Pass,Position Sensor,Harold,January
Equipment_3,Order_3_57,Electrical Test,5,4.22,Pass,Position Sensor,Sean,January
Equipment_3,Order_3_57,Calibration,12,13.53,Pass,Position Sensor,Christine,January
Equipment_3,Order_3_57,Functional Test,7,5.91,Fail,Position Sensor,Brett,January
Equipment_3,Order_3_57,Final Acceptance Test,7,5.67,Pass,Position Sensor,Michael,January
Equipment_3,Order_3_57,Component Placement,25,20.43,Pass,Position Sensor,Amy,January
Equipment_3,Order_3_58,Calibration,30,36.59,Pass,Position Sensor,Seth,February
Equipment_3,Order_3_58,General Soldering,14,12.44,Pass,Position Sensor,Regina,February
Equipment_3,Order_3_58,Final Acceptance Test,10,12.8,Pass,Position Sensor,Kevin,February
Equipment_3,Order_3_58,Preparation,13,13.41,Pass,Position Sensor,Shelby,February
Equipment_3,Order_3_58,Lacquering,18,23.36,Fail,Position Sensor,Amber,February
Equipment_3,Order_3_58,Electrical Test,17,17.5,Pass,Position Sensor,Nathaniel,February
Equipment_3,Order_3_58,Functional Test,28,26.01,Pass,Position Sensor,Kimberly,February
Equipment_3,Order_3_59,Calibration,13,10.59,Pass,Position Sensor,David,March
Equipment_3,Order_3_59,Functional Test,12,12.91,Pass,Position Sensor,Brianna,March
Equipment_3,Order_3_59,Component Placement,9,10.64,Pass,Position Sensor,Nicolas,March
Equipment_3,Order_3_59,General Soldering,30,35.46,Pass,Position Sensor,David,March
Equipment_3,Order_3_59,Electrical Test,5,5.13,Pass,Position Sensor,James,March
Equipment_3,Order_3_59,Lacquering,8,7.05,Pass,Position Sensor,Tyler,March
Equipment_3,Order_3_59,Final Acceptance Test,17,14.96,Pass,Position Sensor,Sandra,March
Equipment_3,Order_3_59,Preparation,28,23.61,Pass,Position Sensor,Kelly,March
Equipment_3,Order_3_59,Packaging,8,8.88,Pass,Position Sensor,Bonnie,March
Equipment_3,Order_3_60,General Soldering,12,12.7,Pass,Position Sensor,Cynthia,April
Equipment_3,Order_3_60,Calibration,11,13.37,Pass,Position Sensor,Aaron,April
Equipment_3,Order_3_60,Packaging,10,12.33,Pass,Position Sensor,Kyle,April
Equipment_3,Order_3_60,Functional Test,27,26.9,Pass,Position Sensor,Chelsea,April
Equipment_3,Order_3_60,Electrical Test,29,30.62,Fail,Position Sensor,Anthony,April
Equipment_3,Order_3_61,Preparation,25,21.64,Pass,Position Sensor,Daniel,May
Equipment_3,Order_3_61,Functional Test,22,20.43,Pass,Position Sensor,Noah,May
Equipment_3,Order_3_61,Component Placement,15,15.55,Pass,Position Sensor,Robert,May
Equipment_3,Order_3_61,General Soldering,5,5.66,Pass,Position Sensor,Bradley,May
Equipment_3,Order_3_61,Calibration,26,26.08,Fail,Position Sensor,Patrick,May
Equipment_3,Order_3_61,Lacquering,30,25.16,Pass,Position Sensor,Jason,May
Equipment_3,Order_3_62,Final Acceptance Test,16,20.1,Pass,Position Sensor,Kristy,June
Equipment_3,Order_3_62,General Soldering,22,19.59,Fail,Position Sensor,Michael,June
Equipment_3,Order_3_62,Component Placement,28,32.15,Pass,Position Sensor,Clarence,June
Equipment_3,Order_3_62,Lacquering,27,23.63,Pass,Position Sensor,Robert,June
Equipment_3,Order_3_62,Packaging,7,5.89,Pass,Position Sensor,Jennifer,June
Equipment_3,Order_3_62,Electrical Test,21,24.44,Pass,Position Sensor,Jessica,June
Equipment_3,Order_3_62,Preparation,14,16.32,Pass,Position Sensor,Mary,June
Equipment_3,Order_3_62,Calibration,10,10.67,Pass,Position Sensor,Ashley,June
Equipment_3,Order_3_62,Functional Test,27,22.94,Pass,Position Sensor,Jennifer,June
Equipment_3,Order_3_63,Preparation,6,5.68,Pass,Position Sensor,Michael,July
Equipment_3,Order_3_63,Final Acceptance Test,30,27.33,Pass,Position Sensor,Derek,July
Equipment_3,Order_3_63,Lacquering,19,17.95,Pass,Position Sensor,Timothy,July
Equipment_3,Order_3_63,Functional Test,12,12.06,Pass,Position Sensor,Jennifer,July
Equipment_3,Order_3_63,Packaging,18,16.01,Fail,Position Sensor,Jeremy,July
Equipment_3,Order_3_63,Electrical Test,9,10.66,Pass,Position Sensor,Sheila,July
Equipment_3,Order_3_63,Calibration,26,25.8,Pass,Position Sensor,Jason,July
Equipment_3,Order_3_63,General Soldering,15,14.07,Pass,Position Sensor,Joshua,July
Equipment_3,Order_3_63,Component Placement,29,27.47,Pass,Position Sensor,Eric,July
Equipment_3,Order_3_64,Final Acceptance Test,29,29.12,Pass,Position Sensor,Lauren,August
Equipment_3,Order_3_64,Electrical Test,19,18.37,Pass,Position Sensor,Ricky,August
Equipment_3,Order_3_64,General Soldering,26,26.78,Pass,Position Sensor,Christopher,August
Equipment_3,Order_3_64,Lacquering,11,11.04,Pass,Position Sensor,Henry,August
Equipment_3,Order_3_64,Functional Test,24,19.65,Pass,Position Sensor,Ashley,August
Equipment_3,Order_3_64,Preparation,6,6.07,Pass,Position Sensor,Jessica,August
Equipment_3,Order_3_64,Component Placement,21,23.24,Pass,Position Sensor,Paul,August
Equipment_3,Order_3_65,Lacquering,15,16.61,Pass,Position Sensor,Kenneth,September
Equipment_3,Order_3_65,Preparation,30,29.51,Pass,Position Sensor,Lucas,September
Equipment_3,Order_3_65,Packaging,8,8.19,Pass,Position Sensor,Heidi,September
Equipment_3,Order_3_65,General Soldering,30,38.11,Pass,Position Sensor,Amy,September
Equipment_3,Order_3_65,Functional Test,5,6.38,Pass,Position Sensor,Kristina,September
Equipment_3,Order_3_65,Electrical Test,14,17.76,Fail,Position Sensor,William,September
Equipment_3,Order_3_65,Final Acceptance Test,28,24.24,Pass,Position Sensor,Nathan,September
Equipment_3,Order_3_65,Component Placement,21,24.56,Pass,Position Sensor,Nathan,September
Equipment_3,Order_3_65,Calibration,13,11.03,Pass,Position Sensor,Hannah,September
Equipment_3,Order_3_66,Calibration,20,25.65,Pass,Position Sensor,Diane,October
Equipment_3,Order_3_66,Preparation,6,6.07,Pass,Position Sensor,Larry,October
Equipment_3,Order_3_66,Component Placement,16,18.88,Pass,Position Sensor,Michael,October
Equipment_3,Order_3_66,Final Acceptance Test,26,25.3,Fail,Position Sensor,Lee,October
Equipment_3,Order_3_66,Packaging,26,30.53,Pass,Position Sensor,Elaine,October
Equipment_3,Order_3_66,Lacquering,24,21.73,Pass,Position Sensor,Kaitlin,October
Equipment_3,Order_3_67,Packaging,25,28.13,Pass,Position Sensor,David,November
Equipment_3,Order_3_67,Preparation,21,21.62,Pass,Position Sensor,Juan,November
Equipment_3,Order_3_67,Final Acceptance Test,12,14.84,Pass,Position Sensor,Maria,November
Equipment_3,Order_3_67,Electrical Test,15,16.93,Fail,Position Sensor,Jennifer,November
Equipment_3,Order_3_67,Lacquering,28,26.02,Pass,Position Sensor,Douglas,November
Equipment_3,Order_3_67,Component Placement,16,16.58,Pass,Position Sensor,Selena,November
Equipment_3,Order_3_68,Final Acceptance Test,28,29.32,Pass,Position Sensor,Ashley,December
Equipment_3,Order_3_68,Lacquering,8,8.78,Pass,Position Sensor,Christina,December
Equipment_3,Order_3_68,Functional Test,14,13.63,Pass,Position Sensor,Bethany,December
Equipment_3,Order_3_68,General Soldering,17,21.12,Pass,Position Sensor,Brandon,December
Equipment_3,Order_3_68,Preparation,14,14.79,Pass,Position Sensor,Preston,December
Equipment_3,Order_3_69,Calibration,19,22.86,Pass,Position Sensor,Cathy,January
Equipment_3,Order_3_69,Final Acceptance Test,15,19.06,Pass,Position Sensor,Susan,January
Equipment_3,Order_3_69,Functional Test,17,19.96,Pass,Position Sensor,Cody,January
Equipment_3,Order_3_69,Electrical Test,11,12.07,Pass,Position Sensor,Taylor,January
Equipment_3,Order_3_69,Preparation,23,19.98,Pass,Position Sensor,Jay,January
Equipment_3,Order_3_69,Lacquering,15,17.96,Pass,Position Sensor,Caitlin,January
Equipment_3,Order_3_69,General Soldering,30,32.86,Fail,Position Sensor,Melissa,January
Equipment_3,Order_3_69,Packaging,27,26.74,Pass,Position Sensor,Mark,January
Equipment_3,Order_3_70,General Soldering,28,35.83,Pass,Position Sensor,David,February
Equipment_3,Order_3_70,Component Placement,9,7.36,Pass,Position Sensor,Shelley,February
Equipment_3,Order_3_70,Electrical Test,27,32.77,Pass,Position Sensor,Amy,February
Equipment_3,Order_3_70,Final Acceptance Test,23,20.75,Pass,Position Sensor,Christina,February
Equipment_3,Order_3_70,Lacquering,28,23.64,Fail,Position Sensor,Shannon,February
Equipment_3,Order_3_71,Calibration,10,9.65,Pass,Position Sensor,Jared,March
Equipment_3,Order_3_71,Final Acceptance Test,21,26.97,Pass,Position Sensor,Alyssa,March
Equipment_3,Order_3_71,Electrical Test,7,8.54,Pass,Position Sensor,Mathew,March
Equipment_3,Order_3_71,Component Placement,8,10.37,Pass,Position Sensor,Barbara,March
Equipment_3,Order_3_71,General Soldering,26,22.52,Pass,Position Sensor,Ashley,March
Equipment_3,Order_3_71,Packaging,22,23.06,Pass,Position Sensor,Sharon,March
Equipment_3,Order_3_71,Preparation,21,19.88,Pass,Position Sensor,Aaron,March
Equipment_3,Order_3_71,Lacquering,28,23.04,Fail,Position Sensor,Mark,March
Equipment_3,Order_3_71,Functional Test,24,30.82,Pass,Position Sensor,Cameron,March
Equipment_3,Order_3_72,General Soldering,17,14.26,Pass,Position Sensor,Jeffrey,April
Equipment_3,Order_3_72,Packaging,12,11.66,Fail,Position Sensor,Cameron,April
Equipment_3,Order_3_72,Preparation,6,5.84,Pass,Position Sensor,Gwendolyn,April
Equipment_3,Order_3_72,Component Placement,12,10.01,Pass,Position Sensor,Maria,April
Equipment_3,Order_3_72,Calibration,24,24.93,Pass,Position Sensor,Theresa,April
Equipment_3,Order_3_72,Electrical Test,27,27.5,Pass,Position Sensor,Kevin,April
Equipment_3,Order_3_72,Final Acceptance Test,24,26.84,Pass,Position Sensor,David,April
Equipment_3,Order_3_73,Preparation,7,8.32,Fail,Position Sensor,Kara,May
Equipment_3,Order_3_73,Lacquering,19,23.77,Pass,Position Sensor,Sean,May
Equipment_3,Order_3_73,General Soldering,30,29.69,Pass,Position Sensor,David,May
Equipment_3,Order_3_73,Component Placement,7,8.51,Pass,Position Sensor,Jonathan,May
Equipment_3,Order_3_73,Electrical Test,14,12.82,Pass,Position Sensor,Michelle,May
